classe,name_img,set
aeroplane,2009_001195,validation
horse,2009_001196,validation
aeroplane,2009_001199,train
dog,2009_001201,train
sheep,2009_001203,train
bird,2009_001208,train
diningtable,2009_001215,validation
chair diningtable,2009_001217,train
bird,2009_001221,train
dog,2009_001224,train
dog,2009_001225,validation
boat,2009_001230,train
sheep,2009_001236,train
bird,2009_001242,validation
chair,2009_001243,validation
train,2009_001245,validation
chair,2009_001249,validation
dog,2009_001251,train
bird,2009_001252,validation
cow,2009_001257,validation
train,2009_001259,validation
sheep,2009_001263,train
bird,2009_001264,train
dog,2009_001271,train
boat,2009_001282,train
bird,2009_001283,train
chair,2009_001285,train
dog,2009_001286,validation
dog,2009_001288,validation
boat,2009_001289,validation
train,2009_001291,train
chair,2009_001299,validation
train,2009_001300,validation
bird,2009_001301,train
chair diningtable,2009_001303,train
chair,2009_001308,train
bird,2009_001311,train
aeroplane,2009_001312,train
chair,2009_001313,validation
bird,2009_001314,validation
aeroplane,2009_001316,validation
diningtable,2009_001319,train
aeroplane,2009_001321,validation
train,2009_001322,validation
horse,2009_001323,train
chair diningtable,2009_001327,train
dog,2009_001329,train
aeroplane,2009_001332,validation
train,2009_001333,validation
diningtable,2009_001339,train
aeroplane,2009_001344,train
aeroplane,2009_001345,validation
bird,2009_001348,validation
sheep,2009_001349,validation
train,2009_001350,validation
horse,2009_001355,validation
chair,2009_001357,train
train,2009_001359,train
bird,2009_001360,train
dog,2009_001367,validation
dog,2009_001368,train
chair,2009_001371,validation
aeroplane,2009_001372,train
bird,2009_001375,train
bird,2009_001385,train
aeroplane,2009_001387,validation
aeroplane,2009_001390,train
bird,2009_001397,validation
chair diningtable,2009_001398,validation
sheep,2009_001403,train
boat,2009_001406,validation
boat,2009_001407,validation
train,2009_001412,train
cow,2009_001413,validation
bird,2009_001422,train
dog,2009_001424,train
chair diningtable,2009_001426,validation
chair,2009_001431,validation
horse,2009_001433,validation
chair diningtable,2009_001434,train
aeroplane,2009_001435,train
chair,2009_001437,validation
chair,2009_001440,validation
dog,2009_001446,train
chair diningtable,2009_001447,validation
horse,2009_001448,train
dog,2009_001449,validation
bird,2009_001453,train
horse,2009_001457,train
chair,2009_001462,train
bird,2009_001466,train
train,2009_001468,validation
dog,2009_001470,validation
cow,2009_001475,train
dog,2009_001476,train
chair,2009_001490,validation
chair train,2009_001493,train
dog,2009_001498,validation
horse,2009_001500,train
aeroplane,2009_001501,validation
sheep,2009_001505,validation
chair dog,2009_001507,train
aeroplane,2009_001509,validation
train,2009_001516,train
aeroplane,2009_001517,train
cow,2009_001518,validation
train,2009_001519,validation
train,2009_001534,validation
dog,2009_001535,validation
sheep,2009_001537,train
dog,2009_001538,train
horse,2009_001539,validation
aeroplane,2009_001541,train
boat,2009_001544,train
aeroplane,2009_001549,validation
dog,2009_001553,train
bird,2009_001554,validation
bird,2009_001565,validation
boat,2009_001567,train
dog,2009_001568,validation
bird,2009_001570,train
chair diningtable,2009_001575,validation
dog,2009_001577,validation
bird,2009_001587,validation
dog,2009_001589,train
cow,2009_001594,validation
aeroplane,2009_001595,train
chair,2009_001598,train
dog,2009_001605,train
dog,2009_001606,validation
bird,2009_001607,validation
chair diningtable,2009_001608,train
chair dog,2009_001611,train
sheep,2009_001618,validation
chair,2009_001621,validation
chair,2009_001623,validation
horse,2009_001635,validation
horse,2009_001636,train
sheep,2009_001643,validation
train,2009_001648,validation
train,2009_001651,train
horse,2009_001653,validation
bird,2009_001660,train
horse,2009_001664,train
chair diningtable,2009_001670,train
train,2009_001671,train
cow,2009_001673,validation
chair,2009_001676,train
bird,2009_001683,validation
dog,2009_001687,validation
bird,2009_001693,train
aeroplane,2009_001696,validation
sheep,2009_001699,validation
dog,2009_001706,train
aeroplane,2009_001713,validation
boat,2009_001715,train
boat,2009_001723,validation
horse,2009_001724,train
sheep,2009_001732,train
dog,2009_001733,validation
train,2009_001735,train
sheep,2009_001738,validation
bird,2009_001741,validation
train,2009_001747,train
horse,2009_001749,train
bird,2009_001751,train
chair diningtable,2009_001754,validation
bird,2009_001765,validation
sheep,2009_001768,validation
boat,2009_001770,train
dog,2009_001774,validation
chair,2009_001775,validation
dog,2009_001778,validation
aeroplane,2009_001781,train
sheep,2009_001783,train
chair,2009_001784,validation
dog,2009_001792,train
boat,2009_001794,validation
cow,2009_001798,train
chair diningtable,2009_001800,train
bird,2009_001801,train
train,2009_001802,train
chair,2009_001806,train
bird,2009_001807,train
chair,2009_001817,train
train,2009_001823,validation
chair diningtable,2009_001825,train
boat,2009_001826,train
dog,2009_001828,train
train,2009_001831,train
dog,2009_001833,validation
horse,2009_001837,train
chair,2009_001846,train
chair,2009_001848,validation
aeroplane,2009_001850,validation
aeroplane,2009_001851,validation
train,2009_001853,validation
chair,2009_001856,train
aeroplane,2009_001858,validation
chair,2009_001864,validation
train,2009_001865,train
diningtable,2009_001867,train
train,2009_001868,train
dog,2009_001869,train
chair diningtable,2009_001871,train
cow,2009_001873,train
chair,2009_001874,train
chair,2009_001875,train
dog,2009_001881,validation
aeroplane,2009_001884,train
dog horse,2009_001885,train
horse,2009_001890,validation
dog,2009_001902,train
train,2009_001904,train
aeroplane,2009_001905,validation
horse,2009_001911,validation
dog,2009_001916,validation
chair diningtable,2009_001922,train
aeroplane,2009_001927,train
bird,2009_001929,validation
aeroplane,2009_001940,validation
boat,2009_001941,validation
boat,2009_001949,validation
dog,2009_001952,train
sheep,2009_001959,train
chair dog,2009_001960,train
dog,2009_001962,train
dog,2009_001971,validation
bird,2009_001972,train
chair,2009_001976,validation
train,2009_001977,validation
horse,2009_001990,train
sheep,2009_001991,validation
bird,2009_001999,train
aeroplane,2009_002001,validation
cow,2009_002002,validation
chair diningtable,2009_002003,validation
train,2009_002009,validation
dog,2009_002010,train
aeroplane,2009_002011,validation
dog,2009_002012,validation
aeroplane,2009_002018,train
cow,2009_002019,train
diningtable,2009_002024,validation
dog,2009_002031,validation
cow,2009_002035,validation
horse,2009_002037,train
dog,2009_002039,validation
chair diningtable,2009_002044,train
horse,2009_002046,validation
aeroplane,2009_002047,validation
chair diningtable,2009_002055,validation
bird,2009_002056,validation
chair,2009_002064,train
bird,2009_002072,train
chair diningtable,2009_002078,validation
sheep,2009_002082,validation
bird,2009_002086,train
chair diningtable,2009_002088,train
dog,2009_002093,train
boat,2009_002096,train
horse,2009_002097,validation
chair diningtable,2009_002098,train
aeroplane,2009_002099,train
chair diningtable,2009_002107,train
chair diningtable,2009_002111,validation
horse,2009_002112,train
train,2009_002116,train
cow,2009_002118,train
cow,2009_002122,validation
boat,2009_002127,validation
sheep,2009_002133,train
boat cow,2009_002136,validation
chair diningtable,2009_002139,validation
train,2009_002144,validation
boat,2009_002146,train
cow,2009_002150,validation
horse,2009_002151,train
bird,2009_002153,train
dog,2009_002155,validation
horse,2009_002165,validation
chair diningtable,2009_002169,validation
cow,2009_002171,validation
boat,2009_002173,train
train,2009_002175,validation
dog,2009_002177,validation
horse,2009_002182,train
aeroplane,2009_002191,validation
dog,2009_002192,train
dog,2009_002193,train
train,2009_002197,train
dog,2009_002198,train
aeroplane,2009_002199,validation
train,2009_002202,validation
bird boat,2009_002205,validation
chair,2009_002208,validation
aeroplane,2009_002211,validation
train,2009_002214,train
dog,2009_002215,validation
train,2009_002219,validation
cow,2009_002221,validation
train,2009_002225,train
bird,2009_002226,validation
cow,2009_002229,train
horse,2009_002230,validation
horse,2009_002231,validation
chair,2009_002236,train
sheep,2009_002245,train
chair,2009_002252,validation
aeroplane,2009_002254,train
bird,2009_002256,train
chair,2009_002257,validation
aeroplane,2009_002258,train
dog,2009_002259,train
bird,2009_002262,train
bird,2009_002264,train
train,2009_002265,validation
aeroplane,2009_002272,validation
dog,2009_002273,train
train,2009_002274,train
train,2009_002281,train
sheep,2009_002282,validation
dog,2009_002285,train
bird,2009_002286,validation
boat,2009_002289,train
train,2009_002291,validation
chair,2009_002297,train
bird,2009_002298,train
chair,2009_002301,train
dog,2009_002302,validation
horse,2009_002305,validation
boat,2009_002306,validation
boat,2009_002308,validation
aeroplane,2009_002314,train
bird,2009_002319,validation
aeroplane,2009_002320,validation
dog,2009_002324,train
chair,2009_002325,validation
chair diningtable,2009_002328,validation
chair,2009_002331,train
dog,2009_002333,validation
horse,2009_002339,train
boat,2009_002343,train
chair dog,2009_002346,validation
boat,2009_002358,train
cow,2009_002360,validation
chair,2009_002362,train
dog,2009_002370,validation
dog,2009_002373,validation
chair,2009_002374,validation
chair train,2009_002377,train
aeroplane,2009_002388,train
sheep,2009_002391,train
aeroplane bird,2009_002393,validation
boat,2009_002397,train
dog,2009_002408,train
chair,2009_002409,train
bird,2009_002414,validation
chair diningtable,2009_002415,validation
horse,2009_002416,train
dog,2009_002419,train
horse,2009_002420,validation
cow,2009_002422,train
bird,2009_002423,train
bird,2009_002431,train
aeroplane,2009_002432,validation
chair diningtable,2009_002433,validation
train,2009_002441,validation
chair diningtable,2009_002443,train
chair diningtable,2009_002444,validation
dog,2009_002445,validation
aeroplane,2009_002448,train
boat,2009_002449,validation
chair diningtable,2009_002452,train
boat,2009_002453,validation
dog,2009_002456,train
dog,2009_002460,train
dog,2009_002464,validation
bird,2009_002465,validation
chair diningtable,2009_002471,validation
cow,2009_002472,train
dog,2009_002476,validation
horse,2009_002477,validation
chair diningtable,2009_002487,validation
dog,2009_002500,validation
boat,2009_002506,train
cow,2009_002510,validation
horse,2009_002515,validation
cow,2009_002518,validation
dog,2009_002522,train
chair,2009_002523,train
diningtable,2009_002524,validation
bird,2009_002525,validation
boat,2009_002530,train
aeroplane,2009_002531,validation
bird,2009_002536,train
chair,2009_002537,validation
dog,2009_002539,validation
cow,2009_002542,train
boat,2009_002543,train
chair diningtable,2009_002546,validation
cow,2009_002549,validation
dog,2009_002553,train
chair,2009_002556,train
train,2009_002557,train
chair,2009_002558,train
bird,2009_002559,train
dog,2009_002563,validation
horse,2009_002565,train
train,2009_002568,validation
chair diningtable,2009_002571,validation
boat,2009_002577,train
diningtable,2009_002579,train
chair,2009_002585,train
dog,2009_002586,train
cow,2009_002588,train
boat,2009_002591,validation
cow,2009_002597,train
aeroplane,2009_002599,train
bird,2009_002604,validation
dog,2009_002605,train
bird,2009_002608,validation
dog,2009_002609,validation
chair diningtable,2009_002612,train
chair diningtable,2009_002613,train
aeroplane,2009_002614,validation
train,2009_002616,train
train,2009_002624,train
aeroplane,2009_002625,train
bird,2009_002629,train
chair diningtable,2009_002634,validation
cow,2009_002635,validation
train,2009_002638,validation
bird,2009_002645,validation
cow,2009_002648,train
chair,2009_002652,train
boat,2009_002662,train
chair diningtable,2009_002663,validation
train,2009_002669,validation
dog,2009_002672,train
aeroplane,2009_002674,train
train,2009_002676,train
aeroplane,2009_002680,validation
dog,2009_002681,validation
chair,2009_002683,validation
horse,2009_002684,validation
bird,2009_002685,train
dog,2009_002687,validation
chair diningtable,2009_002688,train
train,2009_002689,train
train,2009_002695,train
horse,2009_002697,train
chair,2009_002698,validation
cow,2009_002708,validation
chair,2009_002710,train
train,2009_002712,validation
aeroplane,2009_002714,train
sheep,2009_002719,train
train,2009_002725,train
boat,2009_002727,validation
dog,2009_002728,train
train,2009_002734,train
chair diningtable,2009_002743,validation
chair,2009_002744,validation
horse,2009_002750,train
aeroplane,2009_002752,validation
bird,2009_002754,validation
chair,2009_002755,validation
boat,2009_002759,train
chair,2009_002762,validation
aeroplane,2009_002765,validation
aeroplane,2009_002770,train
cow,2009_002772,validation
train,2009_002774,validation
boat,2009_002778,validation
dog,2009_002784,train
chair,2009_002785,validation
dog,2009_002789,train
chair diningtable,2009_002790,validation
bird,2009_002791,train
aeroplane,2009_002798,train
bird,2009_002799,train
dog,2009_002803,validation
dog,2009_002807,validation
aeroplane,2009_002808,validation
bird,2009_002809,validation
chair diningtable,2009_002816,validation
bird,2009_002820,train
chair,2009_002827,train
boat,2009_002830,validation
bird,2009_002831,train
train,2009_002838,validation
chair,2009_002841,validation
chair,2009_002842,train
chair diningtable,2009_002844,train
dog,2009_002845,train
dog,2009_002847,train
boat,2009_002851,train
dog,2009_002865,validation
train,2009_002867,train
cow,2009_002869,train
bird,2009_002877,validation
horse,2009_002882,validation
horse,2009_002883,validation
diningtable,2009_002885,train
train,2009_002887,validation
aeroplane,2009_002888,validation
bird,2009_002890,train
dog,2009_002893,train
boat,2009_002897,train
cow,2009_002901,train
dog,2009_002908,train
aeroplane,2009_002910,validation
cow,2009_002912,train
aeroplane,2009_002914,train
bird,2009_002920,validation
sheep,2009_002921,train
dog,2009_002925,validation
chair,2009_002932,train
bird,2009_002937,train
train,2009_002938,validation
aeroplane,2009_002941,validation
boat,2009_002946,train
train,2009_002947,train
chair diningtable,2009_002952,train
horse,2009_002957,train
dog,2009_002958,train
bird,2009_002962,validation
horse,2009_002975,validation
bird,2009_002977,validation
chair diningtable,2009_002978,validation
train,2009_002982,validation
cow,2009_002986,validation
sheep,2009_002988,train
chair,2009_002995,validation
aeroplane,2009_002999,train
bird,2009_003002,train
diningtable,2009_003003,validation
aeroplane,2009_003005,validation
diningtable,2009_003006,train
boat,2009_003010,validation
boat,2009_003019,train
train,2009_003022,validation
dog,2009_003023,validation
boat,2009_003032,train
aeroplane,2009_003033,validation
boat,2009_003043,validation
aeroplane,2009_003044,validation
bird,2009_003052,validation
train,2009_003054,train
cow,2009_003059,validation
dog,2009_003063,validation
aeroplane,2009_003066,train
chair diningtable,2009_003071,validation
sheep,2009_003076,validation
chair diningtable,2009_003078,train
boat,2009_003080,validation
horse,2009_003082,train
horse,2009_003083,validation
boat,2009_003084,validation
bird,2009_003088,train
cow,2009_003089,validation
dog,2009_003095,train
aeroplane,2009_003097,validation
chair dog,2009_003098,validation
train,2009_003105,validation
aeroplane,2009_003107,train
aeroplane,2009_003108,train
bird,2009_003109,train
chair,2009_003110,validation
diningtable,2009_003115,train
chair,2009_003116,train
dog,2009_003122,validation
chair diningtable,2009_003123,validation
horse,2009_003127,train
horse,2009_003128,validation
dog,2009_003130,validation
boat,2009_003136,validation
chair,2009_003140,validation
cow,2009_003146,train
aeroplane,2009_003147,train
boat chair diningtable,2009_003150,validation
bird,2009_003151,validation
aeroplane,2009_003153,validation
diningtable,2009_003154,validation
dog,2009_003156,train
chair,2009_003157,train
bird,2009_003168,train
dog,2009_003172,train
cow,2009_003173,train
train,2009_003185,validation
cow,2009_003189,validation
chair diningtable,2009_003191,validation
dog,2009_003194,validation
chair diningtable,2009_003198,validation
aeroplane,2009_003199,validation
dog,2009_003209,train
dog,2009_003217,validation
cow,2009_003218,train
aeroplane,2009_003219,train
dog,2009_003225,train
boat,2009_003229,train
train,2009_003230,validation
horse,2009_003232,train
train,2009_003233,train
dog,2009_003241,validation
boat,2009_003247,validation
sheep,2009_003249,train
chair diningtable,2009_003251,validation
chair diningtable,2009_003253,train
sheep,2009_003254,validation
bird,2009_003257,train
bird,2009_003259,validation
horse,2009_003261,train
dog,2009_003262,validation
chair diningtable,2009_003265,train
dog sheep,2009_003271,validation
chair,2009_003272,train
bird,2009_003273,validation
dog,2009_003277,train
aeroplane,2009_003278,validation
diningtable,2009_003282,validation
boat,2009_003284,validation
bird,2009_003285,train
horse,2009_003294,validation
cow,2009_003297,validation
train,2009_003299,validation
bird,2009_003300,validation
dog,2009_003301,validation
horse,2009_003305,validation
aeroplane,2009_003309,train
train,2009_003311,validation
bird,2009_003315,train
chair diningtable,2009_003317,train
chair,2009_003320,validation
horse,2009_003323,validation
chair,2009_003326,train
chair,2009_003327,train
train,2009_003333,train
horse,2009_003338,train
boat,2009_003345,train
train,2009_003348,validation
diningtable,2009_003349,train
boat chair,2009_003351,validation
chair,2009_003352,train
diningtable,2009_003361,train
horse,2009_003365,train
dog,2009_003369,train
aeroplane,2009_003372,validation
dog,2009_003375,validation
bird,2009_003378,validation
dog,2009_003395,train
aeroplane,2009_003396,train
bird,2009_003399,validation
boat,2009_003400,validation
dog,2009_003402,train
train,2009_003407,train
chair,2009_003415,validation
bird,2009_003417,validation
sheep,2009_003425,train
sheep,2009_003430,train
train,2009_003433,validation
train,2009_003436,train
chair diningtable,2009_003440,validation
bird,2009_003443,train
horse,2009_003445,validation
bird,2009_003450,validation
train,2009_003453,validation
cow,2009_003455,train
aeroplane,2009_003456,validation
sheep,2009_003460,validation
boat,2009_003462,validation
dog,2009_003466,validation
dog,2009_003467,validation
diningtable,2009_003468,train
horse,2009_003481,validation
boat,2009_003482,train
bird,2009_003487,validation
aeroplane,2009_003488,train
train,2009_003492,train
chair,2009_003494,validation
train,2009_003497,train
bird,2009_003498,validation
dog,2009_003499,validation
boat,2009_003504,validation
chair diningtable,2009_003507,validation
chair,2009_003508,validation
sheep,2009_003509,validation
cow,2009_003510,train
boat,2009_003511,train
dog,2009_003513,train
chair diningtable,2009_003520,train
cow,2009_003521,validation
boat,2009_003522,train
aeroplane,2009_003524,train
horse,2009_003530,validation
bird,2009_003531,train
horse,2009_003533,train
train,2009_003534,train
dog,2009_003538,validation
sheep,2009_003541,train
cow,2009_003542,validation
train,2009_003543,validation
chair,2009_003544,validation
chair diningtable,2009_003545,train
aeroplane,2009_003546,train
chair,2009_003554,validation
horse,2009_003565,validation
cow,2009_003569,validation
aeroplane,2009_003571,validation
horse,2009_003572,train
chair diningtable,2009_003577,train
train,2009_003583,train
boat,2009_003600,train
bird,2009_003606,validation
aeroplane,2009_003608,train
dog,2009_003612,validation
sheep,2009_003618,validation
sheep,2009_003624,train
dog,2009_003627,validation
cow,2009_003634,train
aeroplane,2009_003635,validation
horse,2009_003637,validation
train,2009_003638,validation
bird,2009_003640,validation
train,2009_003650,validation
boat,2009_003652,train
chair diningtable,2009_003654,train
sheep,2009_003666,validation
aeroplane,2009_003667,train
chair,2009_003668,train
chair,2009_003671,validation
bird chair dog,2009_003677,train
bird,2009_003685,train
horse,2009_003686,validation
train,2009_003688,train
diningtable,2009_003690,train
chair,2009_003694,train
chair,2009_003695,train
aeroplane,2009_003696,validation
aeroplane,2009_003704,validation
aeroplane,2009_003705,train
boat,2009_003707,validation
dog,2009_003708,train
dog,2009_003711,train
bird,2009_003713,validation
dog,2009_003714,validation
dog,2009_003717,train
chair,2009_003720,train
chair,2009_003722,train
horse,2009_003725,validation
chair,2009_003726,validation
boat,2009_003732,train
horse,2009_003734,train
dog,2009_003735,train
horse,2009_003739,train
chair diningtable,2009_003752,train
dog,2009_003756,validation
train,2009_003758,validation
chair diningtable,2009_003759,validation
aeroplane,2009_003760,train
train,2009_003765,train
horse,2009_003768,train
cow,2009_003773,validation
horse,2009_003775,train
train,2009_003776,validation
sheep,2009_003784,train
dog,2009_003786,train
train,2009_003790,train
diningtable,2009_003795,validation
aeroplane,2009_003799,train
horse,2009_003804,validation
aeroplane,2009_003805,validation
aeroplane,2009_003806,validation
cow,2009_003808,train
dog,2009_003810,validation
chair,2009_003813,validation
dog,2009_003816,train
chair diningtable,2009_003818,train
train,2009_003821,validation
horse,2009_003822,validation
cow,2009_003825,train
dog,2009_003827,train
chair diningtable,2009_003835,validation
bird,2009_003837,train
chair diningtable,2009_003840,validation
chair diningtable,2009_003849,validation
horse,2009_003855,validation
bird,2009_003858,validation
train,2009_003863,validation
bird,2009_003870,validation
dog,2009_003879,validation
aeroplane,2009_003883,train
chair diningtable,2009_003884,validation
chair diningtable,2009_003888,train
train,2009_003892,validation
chair,2009_003895,validation
aeroplane,2009_003896,train
horse,2009_003897,train
cow,2009_003901,validation
dog,2009_003902,validation
horse,2009_003903,validation
bird,2009_003911,validation
bird,2009_003912,train
dog,2009_003913,train
diningtable,2009_003914,validation
chair,2009_003920,train
bird,2009_003922,train
dog,2009_003928,validation
cow,2009_003933,train
boat,2009_003936,validation
train,2009_003938,validation
train,2009_003942,train
aeroplane,2009_003947,validation
aeroplane,2009_003950,validation
train,2009_003951,validation
cow,2009_003956,train
chair diningtable,2009_003961,train
bird,2009_003962,validation
chair diningtable,2009_003966,train
chair diningtable,2009_003973,validation
cow,2009_003975,train
horse,2009_003976,train
horse,2009_003982,validation
dog,2009_003986,validation
chair diningtable,2009_003991,validation
dog,2009_003992,validation
bird,2009_003993,train
aeroplane,2009_003994,train
bird,2009_004001,validation
chair,2009_004002,train
chair,2009_004005,train
boat,2009_004007,train
dog,2009_004012,train
dog,2009_004016,validation
train,2009_004019,validation
dog,2009_004020,train
bird,2009_004021,validation
bird,2009_004023,train
chair,2009_004025,train
chair diningtable,2009_004032,validation
dog,2009_004033,validation
boat,2009_004034,validation
chair diningtable,2009_004042,train
bird,2009_004044,validation
horse,2009_004058,train
sheep,2009_004070,validation
dog,2009_004073,train
dog,2009_004074,train
aeroplane,2009_004075,validation
dog,2009_004076,validation
boat,2009_004078,train
dog,2009_004082,train
bird,2009_004084,validation
diningtable,2009_004085,validation
chair,2009_004088,train
chair,2009_004091,train
chair,2009_004092,validation
chair diningtable,2009_004094,train
dog,2009_004095,train
bird,2009_004103,train
horse,2009_004105,train
aeroplane,2009_004108,validation
train,2009_004109,train
dog,2009_004111,validation
horse,2009_004118,train
diningtable,2009_004124,validation
boat,2009_004125,validation
chair,2009_004129,validation
bird chair,2009_004131,validation
horse,2009_004134,train
dog,2009_004139,train
chair diningtable,2009_004140,validation
bird,2009_004141,validation
boat chair,2009_004148,validation
dog,2009_004150,validation
chair,2009_004152,validation
aeroplane,2009_004153,train
chair diningtable,2009_004154,train
train,2009_004159,train
diningtable,2009_004162,train
train,2009_004163,validation
sheep,2009_004164,validation
chair,2009_004165,train
boat,2009_004166,validation
chair,2009_004168,train
cow,2009_004169,train
train,2009_004170,validation
sheep,2009_004171,train
bird,2009_004174,train
diningtable,2009_004177,train
boat,2009_004178,train
chair dog,2009_004179,train
chair,2009_004180,train
sheep,2009_004181,train
cow,2009_004186,train
dog,2009_004193,validation
dog,2009_004200,train
sheep,2009_004201,train
aeroplane,2009_004203,validation
train,2009_004211,train
train,2009_004213,train
chair,2009_004217,validation
sheep,2009_004222,train
boat,2009_004224,validation
dog,2009_004227,train
chair diningtable,2009_004228,train
chair dog,2009_004229,train
cow,2009_004233,validation
chair,2009_004243,validation
chair,2009_004244,train
train,2009_004255,validation
horse,2009_004262,validation
chair diningtable,2009_004263,validation
dog,2009_004264,train
boat,2009_004273,validation
dog,2009_004277,validation
boat,2009_004278,train
horse,2009_004279,train
cow,2009_004284,validation
cow,2009_004289,train
aeroplane,2009_004308,train
diningtable,2009_004309,validation
chair diningtable,2009_004312,train
bird,2009_004315,train
cow,2009_004316,train
aeroplane,2009_004317,train
dog,2009_004319,train
train,2009_004329,validation
bird,2009_004334,train
train,2009_004336,train
bird,2009_004346,validation
cow,2009_004351,train
chair,2009_004359,validation
dog,2009_004361,validation
cow,2009_004366,validation
train,2009_004371,train
bird,2009_004375,train
chair,2009_004377,validation
dog,2009_004390,validation
dog,2009_004392,train
diningtable,2009_004394,train
boat,2009_004397,train
diningtable,2009_004399,train
aeroplane,2009_004402,validation
dog,2009_004403,validation
chair,2009_004404,validation
train,2009_004406,train
aeroplane,2009_004409,train
dog,2009_004411,validation
aeroplane,2009_004414,validation
chair diningtable,2009_004419,validation
dog,2009_004425,train
chair diningtable,2009_004426,train
chair diningtable,2009_004429,train
chair dog,2009_004445,train
aeroplane,2009_004446,train
cow,2009_004451,train
chair,2009_004452,train
train,2009_004453,validation
horse,2009_004454,train
dog,2009_004465,train
train,2009_004468,validation
aeroplane,2009_004475,train
chair dog,2009_004479,train
dog,2009_004483,validation
aeroplane,2009_004492,train
horse,2009_004497,validation
chair diningtable,2009_004499,validation
chair,2009_004501,train
dog,2009_004507,validation
bird,2009_004509,validation
train,2009_004511,train
sheep,2009_004513,train
chair diningtable,2009_004514,train
bird boat,2009_004524,validation
train,2009_004527,train
horse,2009_004530,validation
chair diningtable,2009_004532,validation
aeroplane,2009_004535,validation
chair,2009_004536,validation
chair diningtable,2009_004537,validation
boat,2009_004539,train
bird,2009_004540,validation
horse,2009_004543,validation
dog,2009_004545,train
sheep,2009_004547,train
aeroplane,2009_004548,validation
bird,2009_004552,validation
boat,2009_004557,train
train,2009_004559,validation
dog,2009_004560,train
chair,2009_004561,train
chair diningtable,2009_004562,train
bird,2009_004565,train
bird,2009_004568,validation
dog,2009_004581,validation
dog,2009_004592,validation
dog,2009_004593,train
aeroplane,2009_004601,validation
horse,2009_004606,train
dog,2009_004614,validation
diningtable,2009_004616,train
train,2009_004619,train
aeroplane,2009_004620,train
horse,2009_004623,validation
train,2009_004624,validation
bird,2009_004625,validation
aeroplane,2009_004626,train
dog,2009_004628,train
chair,2009_004631,train
dog,2009_004634,validation
boat,2009_004635,validation
dog,2009_004645,validation
dog,2009_004648,validation
bird,2009_004652,train
aeroplane,2009_004653,validation
bird,2009_004661,train
horse,2009_004662,train
train,2009_004669,validation
train,2009_004671,train
chair,2009_004674,train
train,2009_004677,validation
cow,2009_004679,validation
dog,2009_004683,train
bird,2009_004686,validation
chair,2009_004687,validation
dog,2009_004688,train
sheep,2009_004706,validation
train,2009_004708,train
aeroplane,2009_004709,train
bird,2009_004713,validation
dog,2009_004716,validation
chair,2009_004718,validation
chair diningtable,2009_004720,validation
bird,2009_004723,train
dog,2009_004728,train
train,2009_004730,validation
chair diningtable,2009_004734,train
chair,2009_004737,train
dog,2009_004744,validation
chair,2009_004746,validation
bird,2009_004754,validation
chair,2009_004760,train
dog,2009_004763,validation
bird,2009_004765,validation
train,2009_004766,train
sheep,2009_004768,validation
chair diningtable,2009_004769,validation
train,2009_004771,train
dog,2009_004772,train
boat,2009_004780,validation
dog,2009_004782,validation
chair,2009_004784,validation
boat,2009_004786,train
cow,2009_004787,train
horse,2009_004790,train
diningtable,2009_004794,train
train,2009_004799,validation
train,2009_004804,train
sheep,2009_004805,train
aeroplane,2009_004812,validation
horse,2009_004815,train
bird,2009_004817,train
aeroplane,2009_004820,validation
chair,2009_004823,validation
dog,2009_004828,validation
sheep,2009_004834,validation
aeroplane,2009_004846,train
diningtable,2009_004847,train
chair,2009_004849,validation
dog,2009_004855,train
bird,2009_004858,validation
chair diningtable,2009_004859,validation
chair,2009_004869,validation
chair,2009_004874,train
train,2009_004880,train
bird,2009_004886,validation
boat,2009_004888,train
dog,2009_004889,validation
chair diningtable,2009_004890,train
bird,2009_004895,validation
horse,2009_004897,validation
bird,2009_004898,train
chair,2009_004901,train
boat,2009_004904,train
chair,2009_004905,train
dog,2009_004907,train
aeroplane,2009_004917,validation
chair,2009_004921,train
chair,2009_004922,validation
cow,2009_004929,validation
boat,2009_004930,validation
chair,2009_004939,train
horse,2009_004942,validation
sheep,2009_004943,train
aeroplane,2009_004944,train
sheep,2009_004945,train
bird,2009_004946,validation
train,2009_004956,validation
train,2009_004958,train
bird,2009_004959,train
dog,2009_004961,validation
aeroplane,2009_004969,validation
chair diningtable,2009_004974,validation
chair,2009_004975,train
train,2009_004977,train
chair diningtable,2009_004979,train
aeroplane,2009_004980,train
train,2009_004988,validation
dog,2009_004994,validation
bird,2009_004996,validation
horse,2009_005000,train
diningtable,2009_005001,validation
sheep,2009_005005,validation
boat,2009_005006,train
boat,2009_005015,train
chair diningtable,2009_005016,train
aeroplane,2009_005019,validation
train,2009_005024,train
chair,2009_005030,train
aeroplane,2009_005031,train
horse,2009_005035,train
aeroplane,2009_005036,validation
diningtable,2009_005038,validation
bird,2009_005040,train
chair,2009_005042,train
dog,2009_005055,train
train,2009_005061,validation
chair,2009_005062,validation
cow,2009_005068,validation
chair diningtable,2009_005069,train
dog,2009_005073,validation
aeroplane,2009_005075,train
bird,2009_005076,train
chair,2009_005079,validation
chair diningtable,2009_005080,validation
cow,2009_005081,train
train,2009_005084,train
sheep,2009_005089,validation
dog,2009_005102,train
dog,2009_005107,train
aeroplane,2009_005111,validation
bird,2009_005114,validation
boat,2009_005118,train
